Tag	ClassType	DataType	Property	Value
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Type	
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Mapping	
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Format	
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M11-J)  WIRE(105)
ALTERNATOR CHARGE LIGHT	IO_NIDAQSCXIDigitalOutput	String	Units	
START RELAY	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
START RELAY	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	Channel	14
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
START RELAY	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-15) IO(114)
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
START RELAY	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
START RELAY	IO_NIDAQSCXIDigitalInput	String	Tag	START RELAY
START RELAY	IO_NIDAQSCXIDigitalInput	String	Help	2
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
START RELAY	IO_NIDAQSCXIDigitalInput	String	RawValue	
START RELAY	IO_NIDAQSCXIDigitalInput	String	Device	1
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	Port	0
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
START RELAY	IO_NIDAQSCXIDigitalInput	String	Type	
START RELAY	IO_NIDAQSCXIDigitalInput	String	Mapping	
START RELAY	IO_NIDAQSCXIDigitalInput	Int32	Value	0
START RELAY	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
START RELAY	IO_NIDAQSCXIDigitalInput	String	Enabled	0
START RELAY	IO_NIDAQSCXIDigitalInput	String	Format	
START RELAY	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
START RELAY	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M11-K)  WIRE(21D)
START RELAY	IO_NIDAQSCXIDigitalInput	String	Units	
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Channel	19
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-22) IO(419)
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Tag	AIR FILTER RESTRICT SWITCH
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Help	12
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	RawValue	
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Device	1
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Type	
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Mapping	
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Format	
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M11-L)  WIRE(103)
AIR FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Units	
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	Channel	15
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-16) IO(115)
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Tag	AIR CONDITIONING CLUTCH
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Help	14
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	RawValue	
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Device	1
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	Port	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Type	
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Mapping	
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Int32	Value	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Enabled	0
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Format	
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M11-M)  WIRE(818B)
AIR CONDITIONING CLUTCH	IO_NIDAQSCXIDigitalInput	String	Units	
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	Channel	16
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-17) IO(116)
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Tag	RIGHT/LEFT WASHER
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Help	15
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	RawValue	
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Device	1
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	Port	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Type	
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Mapping	
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Int32	Value	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Enabled	0
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Format	
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M11-N)  WIRE(963)
RIGHT/LEFT WASHER	IO_NIDAQSCXIDigitalInput	String	Units	
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	Channel	22
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-25) IO(422)
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Tag	COLD START ON LAMP
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Help	11
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	RawValue	
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Device	1
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Type	
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Mapping	
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Format	
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M11-P)  WIRE(116)
COLD START ON LAMP	IO_NIDAQSCXIDigitalOutput	String	Units	
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Boolean	SaveRequired	False
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	Channel	26
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	Invert	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	CalType	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	Direction	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Description	BLK(A-27) IO(126)
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	ChassisID	1
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	ClassType	IO_NIDAQSCXIDigitalInput
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Tag	FUEL SHUTOFF SOLENOID SWITCHED PWR
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Help	11
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	ModuleNmb	1
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	RawValue	
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Device	1
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	Port	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	ProgID	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Type	
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Mapping	
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Int32	Value	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	Boolean	RaisesEvent	False
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Enabled	0
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Format	
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Group	Digital Inputs
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Detail	CAB(M11-S)  WIRE(IGN3)
FUEL SHUTOFF SOLENOID SWITCHED PWR	IO_NIDAQSCXIDigitalInput	String	Units	
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Channel	21
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-24) IO(421)
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Tag	OIL PRESSURE SWITCH
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Help	12
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	RawValue	
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Device	1
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Type	
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Mapping	
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Format	
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M11-T)  WIRE(102)
OIL PRESSURE SWITCH	IO_NIDAQSCXIDigitalOutput	String	Units	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Channel	16
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-19) IO(416)
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Tag	EQUIP FILTER RESTRICT SWITCH
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Help	12
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	RawValue	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Device	1
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Type	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Mapping	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Format	
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M28-A)  WIRE(104)
EQUIP FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Units	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Channel	21
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-58) IO(521)
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Tag	TRANS TEMP SENDER
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Help	12
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	5
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	RawValue	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Device	1
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Type	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Mapping	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Format	
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M28-B)  WIRE(121)
TRANS TEMP SENDER	IO_NIDAQSCXIDigitalOutput	String	Units	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Channel	16
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-38) IO(516)
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Tag	FUEL LEVEL SENDER
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Help	12
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	5
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	RawValue	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Device	1
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Type	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Mapping	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Format	
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M28-C)  WIRE(120)
FUEL LEVEL SENDER	IO_NIDAQSCXIDigitalOutput	String	Units	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Channel	18
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-21) IO(418)
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ChassisID	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	ClassType	IO_NIDAQSCXIDigitalOutput
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Tag	TRANS CHARGE PRESSURE
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Help	12
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ModuleNmb	4
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	RawValue	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Device	1
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Port	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	ProgID	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Type	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Mapping	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Int32	Value	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	Boolean	RaisesEvent	False
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Enabled	0
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Format	
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Detail	CAB(M28-D)  WIRE(133)
TRANS CHARGE PRESSURE	IO_NIDAQSCXIDigitalOutput	String	Units	
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Group	Digital Outputs
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Boolean	SaveRequired	False
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Channel	17
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Invert	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	CalType	0
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	Int32	Direction	1
HYDROSTAT FILTER RESTRICT SWITCH	IO_NIDAQSCXIDigitalOutput	String	Description	BLK(B-20) IO(417)
